Plot,Location,Env,Rep,Block,Genotype,Planting_date,DTF,DTM,PH,LPH
2061,WPR_2022,1,2,9,PI431987,2/1/2022,,108,23,9.3
2062,WPR_2022,1,2,9,PI472629,2/1/2022,,113,23.3,11.7
2063,WPR_2022,1,2,9,PI320935,2/1/2022,,104,28,12.7
2064,WPR_2022,1,2,9,ILL1220,2/1/2022,,108,27.7,14.7
2065,WPR_2022,1,2,9,PI299215,2/1/2022,,104,27.7,12
2066,WPR_2022,1,2,9,PI368647,2/1/2022,,115,31.7,15
2067,WPR_2022,1,2,9,PI472122,2/1/2022,,104,18.3,4
2068,WPR_2022,1,2,9,PI299354,2/1/2022,,106,26,13
2069,WPR_2022,1,2,10,PI299163,2/1/2022,,119,27.7,12.7
2070,WPR_2022,1,2,10,PI472327,2/1/2022,,104,20.3,5.7
2071,WPR_2022,1,2,10,PI431717,2/1/2022,,108,24,9.5
2072,WPR_2022,1,2,10,PI431863,2/1/2022,,113,25,13
2073,WPR_2022,1,2,11,PI431980,2/1/2022,,108,27.7,11.7
2074,WPR_2022,1,2,11,PI486127,2/1/2022,,115,28,14
2075,WPR_2022,1,2,11,PI251248,2/1/2022,,104,20.3,4.2
2076,WPR_2022,1,2,11,PI311107,2/1/2022,,113,30.7,14
2077,WPR_2022,1,2,12,PI431824,2/1/2022,,104,29.7,15
2078,WPR_2022,1,2,12,PI426784,2/1/2022,,104,28,4.5
2079,WPR_2022,1,2,12,PI212100,2/1/2022,,106,28,14.3
2080,WPR_2022,1,2,12,PI472340,2/1/2022,,104,23.3,5
2081,WPR_2022,1,2,12,PI431768,2/1/2022,,108,25,7.2
2082,WPR_2022,1,2,12,PI468901,2/1/2022,,108,26.3,15
2083,WPR_2022,1,2,12,PI472194,2/1/2022,,104,20,4.7
2084,WPR_2022,1,2,12,PI426202,2/1/2022,,113,28.3,13.7
2086,WPR_2022,1,2,11,ILL1938,2/1/2022,,106,24.7,12
2088,WPR_2022,1,2,11,PI471916,2/1/2022,,113,29.7,11
2089,WPR_2022,1,2,10,PI432185,2/1/2022,,113,26,13.7
2090,WPR_2022,1,2,10,PI193817,2/1/2022,,104,23.7,3.8
2091,WPR_2022,1,2,10,PI472136,2/1/2022,,104,19.3,4
2092,WPR_2022,1,2,10,PI431810,2/1/2022,,106,25.3,12.7
2093,WPR_2022,1,2,9,PI432059,2/1/2022,,113,28.3,10.3
2094,WPR_2022,1,2,9,ILL610,2/1/2022,,115,31.3,14
2095,WPR_2022,1,2,9,PI169534,2/1/2022,,108,32,14.3
2097,WPR_2022,1,2,9,PI472569,2/1/2022,,106,23.3,10
2099,WPR_2022,1,2,9,W627767,2/1/2022,,104,25.3,8
2100,WPR_2022,1,2,9,PI297284,2/1/2022,,106,28,11.7
2101,WPR_2022,1,2,10,ILL1924,2/1/2022,,113,29,12.7
2102,WPR_2022,1,2,10,ILL567,2/1/2022,,113,21.7,10
2103,WPR_2022,1,2,10,PI472195,2/1/2022,,104,24.3,4.5
2104,WPR_2022,1,2,10,ILL359,2/1/2022,,104,28.3,12
2105,WPR_2022,1,2,11,PI431712,2/1/2022,,113,22,10.7
2106,WPR_2022,1,2,11,PI468899,2/1/2022,,115,29.3,14.3
2107,WPR_2022,1,2,11,PI472224,2/1/2022,,104,20,3.3
2108,WPR_2022,1,2,11,PI458503,2/1/2022,,113,28.3,8
2109,WPR_2022,1,2,12,PI182217,2/1/2022,,113,21,9.3
2110,WPR_2022,1,2,12,PI297767,2/1/2022,,116,29.7,11.7
2111,WPR_2022,1,2,12,PI490289,2/1/2022,,115,25.7,10.3
2112,WPR_2022,1,2,12,PI244046,2/1/2022,,104,19.7,2.2
2113,WPR_2022,1,2,12,PI431884,2/1/2022,,104,27.3,13.3
2114,WPR_2022,1,2,12,ILL600,2/1/2022,,116,29.3,16
2115,WPR_2022,1,2,12,W627766,2/1/2022,,104,25.7,6.3
2116,WPR_2022,1,2,12,PI472372,2/1/2022,,104,25.7,7
2117,WPR_2022,1,2,11,PI429369,2/1/2022,,116,26.3,7
2118,WPR_2022,1,2,11,PI472564,2/1/2022,,106,27,9.3
2119,WPR_2022,1,2,11,PI320953,2/1/2022,,119,24.7,14.3
2120,WPR_2022,1,2,11,ILL167,2/1/2022,,115,24.3,12.7
2121,WPR_2022,1,2,10,PI299366,2/1/2022,,106,28,15.3
2122,WPR_2022,1,2,10,W627765,2/1/2022,,104,32.7,8.3
2123,WPR_2022,1,2,10,PI432145,2/1/2022,,108,18,9
2125,WPR_2022,1,2,9,PI431731,2/1/2022,,106,22,8
2126,WPR_2022,1,2,9,PI472143,2/1/2022,,108,28.3,12.5
2127,WPR_2022,1,2,9,PI299371,2/1/2022,,108,30.7,16.3
2128,WPR_2022,1,2,9,PI193547,2/1/2022,,115,24,9
2129,WPR_2022,1,2,9,PI345627,2/1/2022,,106,32.7,16
2130,WPR_2022,1,2,9,PI289077,2/1/2022,,104,28,4.7
2131,WPR_2022,1,2,9,ILL357,2/1/2022,,104,21.7,7.3
2132,WPR_2022,1,2,9,PI420818,2/1/2022,,108,28.3,12.7
2133,WPR_2022,1,2,10,ILL440,2/1/2022,,116,24.7,14.3
2134,WPR_2022,1,2,10,PI490288,2/1/2022,,108,27.7,12
2135,WPR_2022,1,2,10,ILL341,2/1/2022,,113,28.3,14.7
2136,WPR_2022,1,2,10,PI320945,2/1/2022,,113,26.3,8.7
2137,WPR_2022,1,2,11,W627782,2/1/2022,,104,29.3,6.2
2138,WPR_2022,1,2,11,PI472331,2/1/2022,,104,23.3,4.3
2139,WPR_2022,1,2,11,PI472320,2/1/2022,,104,24.3,4
2140,WPR_2022,1,2,11,PI178940,2/1/2022,,108,36.3,17.7
2141,WPR_2022,1,2,12,PI431753,2/1/2022,,115,22.7,12.3
2142,WPR_2022,1,2,12,PI273664,2/1/2022,,119,24.7,7.3
2143,WPR_2022,1,2,12,PI320944,2/1/2022,,113,30.3,13.3
2144,WPR_2022,1,2,12,PI299177,2/1/2022,,116,25,12.7
2146,WPR_2022,1,2,12,PI178971,2/1/2022,,106,28.3,14.7
2147,WPR_2022,1,2,12,PI432106,2/1/2022,,113,30,15.3
2148,WPR_2022,1,2,12,W627781,2/1/2022,,116,24,16.3
2150,WPR_2022,1,2,11,PI217949,2/1/2022,,116,24.7,7
2151,WPR_2022,1,2,11,PI472200,2/1/2022,,104,22.3,
2152,WPR_2022,1,2,11,PI383682,2/1/2022,,115,28,12.7
2153,WPR_2022,1,2,10,PI320952,2/1/2022,,116,33.7,16.7
2154,WPR_2022,1,2,10,PI181771,2/1/2022,,106,26,11.7
2155,WPR_2022,1,2,10,PI298631,2/1/2022,,108,24,17.3
2156,WPR_2022,1,2,10,PI432286,2/1/2022,,115,23,11.3
2157,WPR_2022,1,2,9,PI431622,2/1/2022,,113,24.7,8.7
2158,WPR_2022,1,2,9,PI518734,2/1/2022,,106,29.7,13.3
2159,WPR_2022,1,2,9,ILL435,2/1/2022,,115,25.7,11
2160,WPR_2022,1,2,9,PI472458,2/1/2022,,104,20.3,3.7
2161,WPR_2022,1,2,13,PI329169,2/1/2022,,113,32,16
2162,WPR_2022,1,2,13,PI299289,2/1/2022,,113,26.7,8.7
2163,WPR_2022,1,2,13,W627758,2/1/2022,,108,24.3,6
2164,WPR_2022,1,2,13,PI431888,2/1/2022,,119,32,13.7
2165,WPR_2022,1,2,14,PI297787,2/1/2022,,108,31.3,13
2166,WPR_2022,1,2,14,PI163589,2/1/2022,,113,30.7,13.7
2167,WPR_2022,1,2,14,PI179324,2/1/2022,,108,29.7,12
2168,WPR_2022,1,2,14,PI432212,2/1/2022,,108,24,12
2169,WPR_2022,1,2,15,PI298357,2/1/2022,,106,31.7,11
2170,WPR_2022,1,2,15,PI431873,2/1/2022,,113,30.7,10.7
2171,WPR_2022,1,2,15,PI431656,2/1/2022,,113,30.7,11.7
2172,WPR_2022,1,2,15,PI432033,2/1/2022,,108,26.3,8
2173,WPR_2022,1,2,16,PI298644,2/1/2022,,116,28.3,18.7
2175,WPR_2022,1,2,16,PI472175,2/1/2022,,104,22,3.7
2176,WPR_2022,1,2,16,PI320941,2/1/2022,,119,28,15
2177,WPR_2022,1,2,16,PI431705,2/1/2022,,108,24.3,12
2178,WPR_2022,1,2,16,PI472559,2/1/2022,,104,26.3,7.3
2179,WPR_2022,1,2,16,PI339310,2/1/2022,,113,28.7,13
2180,WPR_2022,1,2,16,PI426778,2/1/2022,,113,24,10
2181,WPR_2022,1,2,15,PI468900,2/1/2022,,108,31.7,13.8
2182,WPR_2022,1,2,15,PI472562,2/1/2022,,104,26,4.3
2183,WPR_2022,1,2,15,PI471917,2/1/2022,,108,30.7,10
2184,WPR_2022,1,2,15,PI426797,2/1/2022,,104,30,5.8
2185,WPR_2022,1,2,14,PI329167,2/1/2022,,113,32,17
2186,WPR_2022,1,2,14,PI472205,2/1/2022,,104,25.7,4.2
2187,WPR_2022,1,2,14,PI289079,2/1/2022,,113,30,12.8
2190,WPR_2022,1,2,13,PI211052,2/1/2022,,119,26.7,13
2192,WPR_2022,1,2,13,PI432147,2/1/2022,,108,25.7,8.3
2193,WPR_2022,1,2,13,W627759,2/1/2022,,113,32,14
2195,WPR_2022,1,2,13,W627763,2/1/2022,,116,28.3,7.3
2196,WPR_2022,1,2,13,PI339283,2/1/2022,,115,27.3,8.3
2197,WPR_2022,1,2,14,PI357225,2/1/2022,,108,35.7,16
2198,WPR_2022,1,2,14,PI468902,2/1/2022,,113,32,15.7
2199,WPR_2022,1,2,14,ILL344,2/1/2022,,113,31.7,13
2200,WPR_2022,1,2,14,PI320954,2/1/2022,,108,29.3,15
2201,WPR_2022,1,2,15,ILL217,2/1/2022,,113,33.3,14.7
2202,WPR_2022,1,2,15,PI472588,2/1/2022,,113,24,10.3
2203,WPR_2022,1,2,15,PI368651,2/1/2022,,116,35.3,16
2204,WPR_2022,1,2,15,PI298023,2/1/2022,,116,29.3,12.7
2205,WPR_2022,1,2,16,PI432001,2/1/2022,,113,26.7,11.3
2206,WPR_2022,1,2,16,ILL413,2/1/2022,,115,30.3,12.3
2207,WPR_2022,1,2,16,PI451763,2/1/2022,,115,36.3,14.3
2209,WPR_2022,1,2,16,PI250158,2/1/2022,,104,28.3,4.2
2210,WPR_2022,1,2,16,PI343026,2/1/2022,,108,32.3,14
2211,WPR_2022,1,2,16,PI412922,2/1/2022,,116,31.3,12.7
2212,WPR_2022,1,2,16,PI472488,2/1/2022,,104,26,4.7
2213,WPR_2022,1,2,15,PI379368,2/1/2022,,108,37.7,19
2215,WPR_2022,1,2,15,ILL454,2/1/2022,,108,35,17.3
2216,WPR_2022,1,2,15,PI298922,2/1/2022,,113,25.7,7.7
2217,WPR_2022,1,2,14,PI431643,2/1/2022,,108,35.7,11.7
2218,WPR_2022,1,2,14,PI299121,2/1/2022,,106,33.3,8.3
2219,WPR_2022,1,2,14,PI508090,2/1/2022,,108,38,18.3
2220,WPR_2022,1,2,14,PI289070,2/1/2022,,113,34,18
2221,WPR_2022,1,2,13,ILL507,2/1/2022,,116,28.7,10.3
2223,WPR_2022,1,2,13,PI431679,2/1/2022,,116,25.3,10.3
2224,WPR_2022,1,2,13,PI432124,2/1/2022,,106,27.3,11
2225,WPR_2022,1,2,13,PI472416,2/1/2022,,113,24.3,3.5
2226,WPR_2022,1,2,13,PI211602,2/1/2022,,113,25.7,10.3
2227,WPR_2022,1,2,13,PI533693,2/1/2022,,108,30.7,12
2228,WPR_2022,1,2,13,PI431636,2/1/2022,,113,34.3,11.7
2229,WPR_2022,1,2,14,PI432071,2/1/2022,,108,30,10.3
2230,WPR_2022,1,2,14,PI472400,2/1/2022,,104,18,4.2
2231,WPR_2022,1,2,14,ILL508,2/1/2022,,113,38.3,14
2232,WPR_2022,1,2,14,PI251032,2/1/2022,,108,37,15
2233,WPR_2022,1,2,15,PI476365,2/1/2022,,113,38.3,14.3
2234,WPR_2022,1,2,15,ILL186,2/1/2022,,115,27.7,13
2235,WPR_2022,1,2,15,PI432000,2/1/2022,,116,30.7,14.7
2236,WPR_2022,1,2,15,W627768,2/1/2022,,116,28.7,7.8
2237,WPR_2022,1,2,16,PI432245,2/1/2022,,106,30.7,7.7
2238,WPR_2022,1,2,16,PI300250,2/1/2022,,108,28.7,9
2241,WPR_2022,1,2,16,PI429838,2/1/2022,,108,29.3,12.7
2242,WPR_2022,1,2,16,PI451766,2/1/2022,,113,33.7,11.7
2243,WPR_2022,1,2,16,PI297772,2/1/2022,,116,28.3,14.3
2244,WPR_2022,1,2,16,PI518733,2/1/2022,,113,28.7,3.8
2245,WPR_2022,1,2,15,PI472484,2/1/2022,,104,21,
2246,WPR_2022,1,2,15,PI251784,2/1/2022,,113,37.7,16
2247,WPR_2022,1,2,15,PI250156,2/1/2022,,108,22.3,4.7
2248,WPR_2022,1,2,15,PI472354,2/1/2022,,104,14.7,3
2249,WPR_2022,1,2,14,PI358602,2/1/2022,,115,45.7,18.3
2250,WPR_2022,1,2,14,PI339285,2/1/2022,,108,26.3,9.2
2251,WPR_2022,1,2,14,PI432237,2/1/2022,,106,31.3,12.7
2252,WPR_2022,1,2,14,ILL241,2/1/2022,,113,33.7,14.3
2253,WPR_2022,1,2,13,PI298121,2/1/2022,,119,17.3,9.7
2254,WPR_2022,1,2,13,PI299164,2/1/2022,,108,29.7,13.7
2255,WPR_2022,1,2,13,PI472316,2/1/2022,,104,21.7,3.7
2257,WPR_2022,1,2,13,PI486128,2/1/2022,,104,30,10.8
2258,WPR_2022,1,2,13,PI472535,2/1/2022,,104,14.7,1.8
2259,WPR_2022,1,2,13,ILL589,2/1/2022,,108,27.3,13.3
2260,WPR_2022,1,2,13,PI533688,2/1/2022,,115,28.7,15.7
2261,WPR_2022,1,2,14,PI329157,2/1/2022,,108,31,12.3
2262,WPR_2022,1,2,14,PI518732,2/1/2022,,113,30.7,11.3
2263,WPR_2022,1,2,14,PI298645,2/1/2022,,108,28.7,10.7
2264,WPR_2022,1,2,14,ILL969,2/1/2022,,113,33.3,14.2
2265,WPR_2022,1,2,15,PI431780,2/1/2022,,113,26,8.7
2266,WPR_2022,1,2,15,PI431666,2/1/2022,,113,33.3,10.7
2268,WPR_2022,1,2,15,PI297287,2/1/2022,,113,34,13
2269,WPR_2022,1,2,16,W627761,2/1/2022,,104,22,4.8
2270,WPR_2022,1,2,16,PI207492,2/1/2022,,106,28.7,9.7
2271,WPR_2022,1,2,16,PI178939,2/1/2022,,108,35.7,12.7
2272,WPR_2022,1,2,16,PI432028,2/1/2022,,113,28,12.3
2273,WPR_2022,1,2,16,PI298923,2/1/2022,,113,22.7,14
2274,WPR_2022,1,2,16,PI431809,2/1/2022,,106,27.3,12.3
2275,WPR_2022,1,2,16,PI472161,2/1/2022,,104,23,3.2
2276,WPR_2022,1,2,16,PI431739,2/1/2022,,106,21.7,13.3
2277,WPR_2022,1,2,15,ILL469,2/1/2022,,108,28,16
2278,WPR_2022,1,2,15,PI297285,2/1/2022,,113,26.7,13.7
2279,WPR_2022,1,2,15,PI193548,2/1/2022,,104,21,6
2280,WPR_2022,1,2,15,PI289066,2/1/2022,,115,27.3,14.3
2281,WPR_2022,1,2,14,PI472561,2/1/2022,,104,20.7,5.2
2282,WPR_2022,1,2,14,PI420924,2/1/2022,,116,35.7,13.7
2283,WPR_2022,1,2,14,PI374116,2/1/2022,,113,22,9.3
2284,WPR_2022,1,2,14,PI299285,2/1/2022,,115,23.7,14.7
2285,WPR_2022,1,2,13,PI431675,2/1/2022,,108,21.7,9.3
2286,WPR_2022,1,2,13,PI420925,2/1/2022,,104,18.3,6.5
2287,WPR_2022,1,2,13,PI533691,2/1/2022,,108,27,12.3
2288,WPR_2022,1,2,13,PI431613,2/1/2022,,106,32,17
2289,WPR_2022,1,2,13,PI472119,2/1/2022,,104,13.7,4.2
2290,WPR_2022,1,2,13,ILL906,2/1/2022,,113,17.3,8
2291,WPR_2022,1,2,13,PI299237,2/1/2022,,113,20.7,8
2292,WPR_2022,1,2,13,PI577168,2/1/2022,,113,20.7,6.3
2293,WPR_2022,1,2,14,PI431630,2/1/2022,,119,22.7,11.7
2294,WPR_2022,1,2,14,PI472137,2/1/2022,,104,21.7,5.7
2295,WPR_2022,1,2,14,PI435954,2/1/2022,,108,29.7,11.3
2296,WPR_2022,1,2,14,ILL537,2/1/2022,,113,26,12
2297,WPR_2022,1,2,15,PI431728,2/1/2022,,106,24.3,10.3
2298,WPR_2022,1,2,15,PI472590,2/1/2022,,113,27.3,10.3
2299,WPR_2022,1,2,15,PI339289,2/1/2022,,113,26.7,15.3
2300,WPR_2022,1,2,15,W627756,2/1/2022,,115,29.3,18
2301,WPR_2022,1,2,16,PI431710,2/1/2022,,108,23.7,11
2302,WPR_2022,1,2,16,PI283604,2/1/2022,,108,28.3,15
2303,WPR_2022,1,2,16,PI432002,2/1/2022,,119,26.3,12
2304,WPR_2022,1,2,16,PI320937,2/1/2022,,116,26.7,13.3
2305,WPR_2022,1,2,16,PI431633,2/1/2022,,108,30.7,12
2306,WPR_2022,1,2,16,PI426807,2/1/2022,,108,21,7
2307,WPR_2022,1,2,16,PI339292,2/1/2022,,113,24.7,12.3
2308,WPR_2022,1,2,16,PI431893,2/1/2022,,113,27.3,11
2309,WPR_2022,1,2,15,PI289073,2/1/2022,,113,25.7,11.7
2310,WPR_2022,1,2,15,PI432190,2/1/2022,,115,25.3,15
2311,WPR_2022,1,2,15,PI431923,2/1/2022,,119,30.3,16.3
2312,WPR_2022,1,2,15,PI308614,2/1/2022,,113,26.7,11
2313,WPR_2022,1,2,14,PI299351,2/1/2022,,113,25,12
2314,WPR_2022,1,2,14,PI431618,2/1/2022,,113,30,12
2315,WPR_2022,1,2,14,PI472452,2/1/2022,,104,15.3,3
2316,WPR_2022,1,2,14,ILL486,2/1/2022,,119,30.3,8
2317,WPR_2022,1,2,13,PI431684,2/1/2022,,116,25.7,10.7
2318,WPR_2022,1,2,13,PI290716,2/1/2022,,108,26.3,11.7
2319,WPR_2022,1,2,13,PI431663,2/1/2022,,116,24,11.3
2320,WPR_2022,1,2,13,PI432259,2/1/2022,,113,30.3,11.7
1001,WPR_2023,2,1,1,PI432185,2/7/2023,67,127,31.7,12.3
1002,WPR_2023,2,1,1,PI320936,2/7/2023,77,127,29.7,15
1003,WPR_2023,2,1,1,PI289079,2/7/2023,80,127,30.7,6
1004,WPR_2023,2,1,1,PI432201,2/7/2023,80,127,40.3,10
1005,WPR_2023,2,1,1,PI431613,2/7/2023,75,127,32,22
1006,WPR_2023,2,1,1,ILL360,2/7/2023,80,127,30.3,16.3
1007,WPR_2023,2,1,2,PI320952,2/7/2023,93,127,30,18
1008,WPR_2023,2,1,2,PI518731,2/7/2023,80,127,29,15.7
1009,WPR_2023,2,1,2,PI431679,2/7/2023,80,127,26.3,8.7
1010,WPR_2023,2,1,2,PI298645,2/7/2023,80,127,29,11.3
1013,WPR_2023,2,1,2,PI472400,2/7/2023,66,99,25.3,5
1024,WPR_2023,2,1,2,PI432085,2/7/2023,80,127,29.3,14.7
1027,WPR_2023,2,1,2,PI370481,2/7/2023,80,127,29.3,12.3
1029,WPR_2023,2,1,2,PI472488,2/7/2023,66,98,26.3,8.7
1030,WPR_2023,2,1,2,PI299289,2/7/2023,80,127,30,8.3
1032,WPR_2023,2,1,1,PI308614,2/7/2023,80,127,28,12.3
1033,WPR_2023,2,1,1,PI431643,2/7/2023,80,127,30.3,14.3
1034,WPR_2023,2,1,1,PI429369,2/7/2023,75,127,20.7,7.7
1035,WPR_2023,2,1,1,W627767,2/7/2023,80,127,23.7,5.3
1036,WPR_2023,2,1,1,W627766,2/7/2023,66,99,28.3,10
1037,WPR_2023,2,1,1,PI472615,2/7/2023,66,127,29.3,9.3
1038,WPR_2023,2,1,1,PI518732,2/7/2023,80,127,30,8
1039,WPR_2023,2,1,1,PI472535,2/7/2023,66,98,24,8.7
1041,WPR_2023,2,1,1,PI432286,2/7/2023,80,127,24,9.7
1042,WPR_2023,2,1,1,PI472629,2/7/2023,80,127,23.7,8.3
1043,WPR_2023,2,1,2,PI299285,2/7/2023,80,127,23.7,8.3
1045,WPR_2023,2,1,2,PI432033,2/7/2023,80,127,27.7,5.7
1046,WPR_2023,2,1,2,PI431631,2/7/2023,80,127,30.3,14.3
1060,WPR_2023,2,1,2,PI431884,2/7/2023,80,127,28.7,11.3
1063,WPR_2023,2,1,2,PI297285,2/7/2023,80,127,25.7,12.3
1064,WPR_2023,2,1,2,PI472380,2/7/2023,66,98,25.7,10.3
1065,WPR_2023,2,1,2,PI420925,2/7/2023,66,127,24.7,9
1066,WPR_2023,2,1,2,ILL567,2/7/2023,80,129,20.7,11.7
1067,WPR_2023,2,1,1,PI374120,2/7/2023,80,127,20.7,10.3
1068,WPR_2023,2,1,1,PI472126,2/7/2023,66,99,30,9.7
1069,WPR_2023,2,1,1,PI533691,2/7/2023,80,127,29.7,8
1070,WPR_2023,2,1,1,PI432000,2/7/2023,87,130,27.7,12
1071,WPR_2023,2,1,1,PI299237,2/7/2023,75,127,21.7,9.3
1072,WPR_2023,2,1,1,PI431731,2/7/2023,80,129,21.7,7.3
1073,WPR_2023,2,1,1,ILL324,2/7/2023,80,129,31,14.7
1074,WPR_2023,2,1,1,PI486127,2/7/2023,80,127,28.7,13
1075,WPR_2023,2,1,1,PI486128,2/7/2023,80,127,27.7,8.7
1076,WPR_2023,2,1,1,PI451766,2/7/2023,80,129,22.3,9
1077,WPR_2023,2,1,1,PI432184,2/7/2023,80,127,26,10.7
1078,WPR_2023,2,1,1,PI431893,2/7/2023,80,127,30,8.7
1079,WPR_2023,2,1,2,PI432245,2/7/2023,66,127,27.7,6.7
1080,WPR_2023,2,1,2,PI343026,2/7/2023,80,127,32.3,14.7
1081,WPR_2023,2,1,2,PI431780,2/7/2023,66,127,25.7,11.7
1082,WPR_2023,2,1,2,PI299163,2/7/2023,93,132,20.3,11
1085,WPR_2023,2,1,2,PI432145,2/7/2023,80,127,20.3,6
1096,WPR_2023,2,1,2,PI431712,2/7/2023,80,127,18.7,5.3
1099,WPR_2023,2,1,2,PI476365,2/7/2023,80,129,25,14.7
1100,WPR_2023,2,1,2,PI472331,2/7/2023,66,98,19.3,6.3
1101,WPR_2023,2,1,2,PI297754,2/7/2023,80,130,26.7,7.3
1102,WPR_2023,2,1,2,PI426784,2/7/2023,66,98,23.7,10.3
1103,WPR_2023,2,1,1,PI429838,2/7/2023,80,129,24,9
1104,WPR_2023,2,1,1,PI289066,2/7/2023,84,130,18.7,12.7
1105,WPR_2023,2,1,1,PI431863,2/7/2023,80,129,24.7,7.7
1106,WPR_2023,2,1,1,PI490289,2/7/2023,80,129,23.3,6.3
1107,WPR_2023,2,1,1,PI289070,2/7/2023,80,129,27.7,13.3
1108,WPR_2023,2,1,1,PI374121,2/7/2023,80,127,24.7,11.3
1109,WPR_2023,2,1,3,PI431753,2/7/2023,80,127,21.7,7.7
1110,WPR_2023,2,1,3,PI472122,2/7/2023,66,98,19.7,5.7
1111,WPR_2023,2,1,3,PI426807,2/7/2023,76,127,20.3,8.7
1112,WPR_2023,2,1,3,PI471917,2/7/2023,80,129,22.7,11
1113,WPR_2023,2,1,3,PI468900,2/7/2023,80,129,28.3,10.3
1114,WPR_2023,2,1,3,PI431824,2/7/2023,80,127,27,9.3
1115,WPR_2023,2,1,4,W627780,2/7/2023,66,99,24.7,11
1116,WPR_2023,2,1,4,PI472632,2/7/2023,76,127,26.7,16.3
1117,WPR_2023,2,1,4,PI169534,2/7/2023,80,129,27.7,14.3
1118,WPR_2023,2,1,4,ILL469,2/7/2023,80,129,23.3,11.7
1119,WPR_2023,2,1,4,PI432071,2/7/2023,80,127,24.3,6.3
1121,WPR_2023,2,1,4,PI412922,2/7/2023,76,127,18.7,8.3
1132,WPR_2023,2,1,4,PI432147,2/7/2023,80,127,24,10.3
1134,WPR_2023,2,1,4,PI431622,2/7/2023,80,127,22.3,6.7
1136,WPR_2023,2,1,4,PI472119,2/7/2023,66,97,24.7,10.3
1137,WPR_2023,2,1,4,PI339283,2/7/2023,80,129,20,8.7
1138,WPR_2023,2,1,4,PI472137,2/7/2023,80,129,23.7,5.7
1139,WPR_2023,2,1,3,PI432001,2/7/2023,80,131,29.7,13.7
1140,WPR_2023,2,1,3,PI472195,2/7/2023,66,99,25,5.3
1141,WPR_2023,2,1,3,PI339310,2/7/2023,76,130,21,12.7
1142,WPR_2023,2,1,3,PI472320,2/7/2023,66,98,27.7,9
1143,WPR_2023,2,1,3,PI472569,2/7/2023,66,99,24.7,8.3
1144,WPR_2023,2,1,3,W627761,2/7/2023,66,98,21.3,9
1145,WPR_2023,2,1,3,PI298923,2/7/2023,89,129,18,10.3
1146,WPR_2023,2,1,3,PI472327,2/7/2023,66,98,23.3,10.7
1147,WPR_2023,2,1,3,PI297787,2/7/2023,80,129,31,12.3
1148,WPR_2023,2,1,3,PI163589,2/7/2023,80,130,27,15
1149,WPR_2023,2,1,3,PI431809,2/7/2023,80,127,21.7,10
1150,WPR_2023,2,1,3,PI432212,2/7/2023,80,129,18.7,8
1151,WPR_2023,2,1,4,PI432236,2/7/2023,66,97,27.3,9.7
1152,WPR_2023,2,1,4,PI320941,2/7/2023,94,129,21,12.3
1154,WPR_2023,2,1,4,PI431923,2/7/2023,80,130,26,12.3
1157,WPR_2023,2,1,4,PI383682,2/7/2023,84,130,17.7,12
1168,WPR_2023,2,1,4,ILL1940,2/7/2023,66,98,24,12
1170,WPR_2023,2,1,4,PI181886,2/7/2023,80,129,23.3,5.7
1171,WPR_2023,2,1,4,PI298631,2/7/2023,80,129,26.3,8
1172,WPR_2023,2,1,4,PI299120,2/7/2023,80,129,23,11.3
1173,WPR_2023,2,1,4,PI472143,2/7/2023,80,130,24,10
1176,WPR_2023,2,1,3,PI329157,2/7/2023,80,129,26.3,9.3
1177,WPR_2023,2,1,3,PI182217,2/7/2023,80,127,17.7,9.3
1178,WPR_2023,2,1,3,PI472588,2/7/2023,76,129,21.7,4.7
1179,WPR_2023,2,1,3,PI289077,2/7/2023,66,129,26,12
1180,WPR_2023,2,1,3,PI431987,2/7/2023,80,127,22.7,8
1182,WPR_2023,2,1,3,ILL482,2/7/2023,68,129,21.7,5.3
1183,WPR_2023,2,1,3,PI472213,2/7/2023,66,99,23.3,9.3
1184,WPR_2023,2,1,3,PI211052,2/7/2023,84,129,28,10
1185,WPR_2023,2,1,3,PI472549,2/7/2023,66,97,25.7,9.3
1186,WPR_2023,2,1,3,PI431756,2/7/2023,82,129,25.3,7
1188,WPR_2023,2,1,4,PI297767,2/7/2023,84,129,25.3,6.3
1189,WPR_2023,2,1,4,PI426202,2/7/2023,80,127,28.7,12
1190,WPR_2023,2,1,4,ILL906,2/7/2023,80,127,21.7,4.7
1193,WPR_2023,2,1,4,PI420924,2/7/2023,71,127,26.3,10.7
1204,WPR_2023,2,1,4,PI431774,2/7/2023,70,127,25.3,5
1205,WPR_2023,2,1,4,PI299121,2/7/2023,70,127,25,7
1206,WPR_2023,2,1,4,PI432190,2/7/2023,80,129,27.7,7.3
1208,WPR_2023,2,1,4,PI431714,2/7/2023,80,129,24.3,6.3
1209,WPR_2023,2,1,4,PI431618,2/7/2023,75,127,25,10.3
1211,WPR_2023,2,1,3,W627754,2/7/2023,80,129,25.3,8.7
1212,WPR_2023,2,1,3,PI311107,2/7/2023,85,129,26.7,11.3
1214,WPR_2023,2,1,3,W627768,2/7/2023,72,127,24.3,7
1215,WPR_2023,2,1,3,PI472339,2/7/2023,66,98,20.3,5.3
1216,WPR_2023,2,1,3,PI472562,2/7/2023,66,95,23,8
1218,WPR_2023,2,1,5,PI329167,2/7/2023,80,127,29,5.7
1219,WPR_2023,2,1,5,PI193548,2/7/2023,66,98,24,9.3
