Plot,Location,Env,Rep,Block,Genotype,Planting_date,DTF,DTM,PH,LPH
1220,WPR_2023,2,1,5,PI207492,2/7/2023,80,129,27,13
1221,WPR_2023,2,1,5,ILL600,2/7/2023,80,129,29.7,5.7
1224,WPR_2023,2,1,6,PI432237,2/7/2023,70,127,28,5
1225,WPR_2023,2,1,6,PI432259,2/7/2023,80,129,26.3,12
1227,WPR_2023,2,1,6,PI431656,2/7/2023,76,127,26,6.7
1228,WPR_2023,2,1,6,PI312175,2/7/2023,80,127,33,5
1229,WPR_2023,2,1,6,PI320935,2/7/2023,80,129,26,6.3
1241,WPR_2023,2,1,6,PI357225,2/7/2023,80,127,27,7.7
1242,WPR_2023,2,1,6,PI431633,2/7/2023,76,127,27,6.3
1243,WPR_2023,2,1,6,ILL344,2/7/2023,80,127,17.7,6
1245,WPR_2023,2,1,6,PI472559,2/7/2023,66,98,26,12
1247,WPR_2023,2,1,5,PI420818,2/7/2023,80,129,27,8
1248,WPR_2023,2,1,5,PI299215,2/7/2023,80,129,25.3,6.3
1249,WPR_2023,2,1,5,PI490288,2/7/2023,80,127,25,8.7
1251,WPR_2023,2,1,5,PI251032,2/7/2023,80,129,28.7,10.7
1252,WPR_2023,2,1,5,PI432005,2/7/2023,75,129,30,12.3
1254,WPR_2023,2,1,5,PI458503,2/7/2023,80,127,26.7,10.7
1255,WPR_2023,2,1,5,PI431739,2/7/2023,80,129,24,11.7
1256,WPR_2023,2,1,5,PI329169,2/7/2023,80,127,24,12.3
1257,WPR_2023,2,1,5,PI472188,2/7/2023,66,99,26,7.7
1258,WPR_2023,2,1,5,PI468901,2/7/2023,80,127,27.7,13
1261,WPR_2023,2,1,6,PI300250,2/7/2023,80,127,19.7,4
1262,WPR_2023,2,1,6,ILL241,2/7/2023,80,129,20,6.3
1263,WPR_2023,2,1,6,PI431640,2/7/2023,80,129,23.3,5
1264,WPR_2023,2,1,6,PI299366,2/7/2023,76,127,24,8.3
1265,WPR_2023,2,1,6,ILL1938,2/7/2023,72,127,21.7,6
1276,WPR_2023,2,1,6,W627763,2/7/2023,66,127,25.7,5.7
1277,WPR_2023,2,1,6,PI435954,2/7/2023,80,129,24.7,5.7
1278,WPR_2023,2,1,6,PI193547,2/7/2023,80,129,25.3,13.3
1279,WPR_2023,2,1,6,PI431728,2/7/2023,80,129,23.3,5
1280,WPR_2023,2,1,6,PI472316,2/7/2023,66,99,22,9
1281,WPR_2023,2,1,6,PI518733,2/7/2023,80,127,29.7,12.3
1284,WPR_2023,2,1,5,ILL211,2/7/2023,80,129,24,5
1285,WPR_2023,2,1,5,PI472452,2/7/2023,66,97,24,5
1286,WPR_2023,2,1,5,PI431980,2/7/2023,80,129,25,13.3
1287,WPR_2023,2,1,5,ILL1220,2/7/2023,80,129,26.3,13.7
1288,WPR_2023,2,1,5,PI431663,2/7/2023,80,127,23.3,7.7
1289,WPR_2023,2,1,5,PI431624,2/7/2023,80,129,21.7,7
1290,WPR_2023,2,1,5,PI320937,2/7/2023,82,129,24.3,15
1291,WPR_2023,2,1,5,PI431705,2/7/2023,80,129,23,5.7
1292,WPR_2023,2,1,5,PI368651,2/7/2023,75,129,24.3,5.7
1293,WPR_2023,2,1,5,PI508090,2/7/2023,80,129,26.7,8.3
1294,WPR_2023,2,1,5,PI431684,2/7/2023,80,129,29.3,8.3
1296,WPR_2023,2,1,6,PI431675,2/7/2023,80,129,20.7,4
1297,WPR_2023,2,1,6,W627781,2/7/2023,80,129,22.3,8.3
1298,WPR_2023,2,1,6,PI431630,2/7/2023,93,129,22,6
1300,WPR_2023,2,1,6,PI431873,2/7/2023,80,127,22.3,12.3
1301,WPR_2023,2,1,6,PI577168,2/7/2023,80,129,24,9.7
1312,WPR_2023,2,1,6,PI290716,2/7/2023,80,129,26.7,8.3
1313,WPR_2023,2,1,6,W627758,2/7/2023,80,129,25.7,6.3
1314,WPR_2023,2,1,6,PI606570,2/7/2023,80,127,19.3,4.7
1315,WPR_2023,2,1,6,PI251248,2/7/2023,66,99,19,4.3
1316,WPR_2023,2,1,6,ILL359,2/7/2023,80,127,24.7,9
1319,WPR_2023,2,1,5,PI431636,2/7/2023,76,129,26,8
1320,WPR_2023,2,1,5,PI472354,2/7/2023,66,99,18.3,4
1321,WPR_2023,2,1,5,PI297772,2/7/2023,88,129,21.3,6.3
1324,WPR_2023,2,1,5,PI431768,2/7/2023,71,127,24.7,5
1325,WPR_2023,2,2,7,PI472340,2/7/2023,66,96,22,4
1326,WPR_2023,2,2,7,PI426807,2/7/2023,81,133,19,
1327,WPR_2023,2,2,7,PI250158,2/7/2023,66,97,22,14.3
1328,WPR_2023,2,2,7,ILL969,2/7/2023,80,133,26,21.7
1329,WPR_2023,2,2,7,ILL186,2/7/2023,84,128,16.7,13.3
1330,WPR_2023,2,2,7,PI368647,2/7/2023,82,126,31.7,25.3
1332,WPR_2023,2,2,8,PI299371,2/7/2023,82,126,27.3,25.7
1333,WPR_2023,2,2,8,PI320941,2/7/2023,93,133,22.3,17.3
1334,WPR_2023,2,2,8,PI297754,2/7/2023,81,130,22.7,19
1335,WPR_2023,2,2,8,PI431780,2/7/2023,67,125,22.3,17
1336,WPR_2023,2,2,8,PI533690,2/7/2023,76,,21.7,12
1348,WPR_2023,2,2,8,PI432212,2/7/2023,80,133,21,16.7
1349,WPR_2023,2,2,8,PI299120,2/7/2023,80,126,24,20.7
1350,WPR_2023,2,2,8,ILL610,2/7/2023,88,135,23.7,20.3
1351,WPR_2023,2,2,8,PI299354,2/7/2023,87,135,23.3,20
1352,WPR_2023,2,2,8,PI320944,2/7/2023,80,126,25.3,21.3
1353,WPR_2023,2,2,8,PI193817,2/7/2023,66,97,19,9.7
1355,WPR_2023,2,2,7,PI181771,2/7/2023,80,122,26,22.3
1357,WPR_2023,2,2,7,PI299116,2/7/2023,80,122,21.7,16.3
1358,WPR_2023,2,2,7,PI298645,2/7/2023,81,128,25.3,20.7
1359,WPR_2023,2,2,7,W627756,2/7/2023,93,128,23.3,14
1360,WPR_2023,2,2,7,ILL454,2/7/2023,87,131,28.7,19.7
1361,WPR_2023,2,2,7,PI432085,2/7/2023,77,134,27.3,18.7
1362,WPR_2023,2,2,7,PI178971,2/7/2023,80,125,28,21.3
1363,WPR_2023,2,2,7,PI280686,2/7/2023,72,121,20,11.3
1364,WPR_2023,2,2,7,ILL469,2/7/2023,,135,19.7,18
1365,WPR_2023,2,2,7,PI299177,2/7/2023,82,131,18.3,16.7
1366,WPR_2023,2,2,7,PI472327,2/7/2023,66,97,25.7,11.3
1368,WPR_2023,2,2,8,PI431684,2/7/2023,81,131,31,25.3
1369,WPR_2023,2,2,8,PI420929,2/7/2023,80,121,20,15.3
1370,WPR_2023,2,2,8,PI486127,2/7/2023,80,133,23,15.7
1372,WPR_2023,2,2,8,PI289073,2/7/2023,80,128,24,22.3
1373,WPR_2023,2,2,8,PI320952,2/7/2023,93,133,23.3,21
1384,WPR_2023,2,2,8,ILL1220,2/7/2023,85,125,27,23.7
1385,WPR_2023,2,2,8,PI379368,2/7/2023,80,128,26.3,21.7
1386,WPR_2023,2,2,8,PI383682,2/7/2023,86,135,15.7,14.7
1387,WPR_2023,2,2,8,PI468899,2/7/2023,84,133,20,18.3
1389,WPR_2023,2,2,8,PI297284,2/7/2023,81,128,22,18.7
1391,WPR_2023,2,2,7,PI431613,2/7/2023,75,123,25.3,23.7
1392,WPR_2023,2,2,7,PI289077,2/7/2023,69,123,27.7,15.3
1393,WPR_2023,2,2,7,PI533693,2/7/2023,81,123,27.7,19.3
1394,WPR_2023,2,2,7,W627765,2/7/2023,66,97,26.3,6
1395,WPR_2023,2,2,7,PI476365,2/7/2023,81,123,28.7,25.7
1396,WPR_2023,2,2,7,PI472205,2/7/2023,66,99,28.3,7.3
1397,WPR_2023,2,2,7,PI339283,2/7/2023,85,130,15.7,14.7
1399,WPR_2023,2,2,7,PI472452,2/7/2023,66,98,25.3,7.7
1400,WPR_2023,2,2,7,ILL486,2/7/2023,66,121,25,15
1401,WPR_2023,2,2,7,PI320953,2/7/2023,93,135,20.7,19.3
1402,WPR_2023,2,2,7,PI178939,2/7/2023,82,133,27.3,23
1404,WPR_2023,2,2,8,PI431893,2/7/2023,80,133,28.7,20
1406,WPR_2023,2,2,8,PI289066,2/7/2023,89,135,15,13.7
1407,WPR_2023,2,2,8,PI432188,2/7/2023,76,135,18.3,15.7
1408,WPR_2023,2,2,8,PI426202,2/7/2023,68,,26,8.7
1409,WPR_2023,2,2,8,PI179324,2/7/2023,87,131,24,14.3
1420,WPR_2023,2,2,8,PI431923,2/7/2023,89,134,23.7,21.3
1421,WPR_2023,2,2,8,PI431774,2/7/2023,87,133,25,23.7
1422,WPR_2023,2,2,8,PI169534,2/7/2023,80,131,31.3,24
1423,WPR_2023,2,2,8,PI420924,2/7/2023,71,122,23.3,21
1427,WPR_2023,2,2,7,PI432271,2/7/2023,81,126,31,24.3
1428,WPR_2023,2,2,7,PI431679,2/7/2023,85,130,19.3,17.3
1429,WPR_2023,2,2,7,PI472224,2/7/2023,66,96,19.3,8
1431,WPR_2023,2,2,7,PI606570,2/7/2023,81,131,16.3,14.7
1432,WPR_2023,2,2,7,PI299237,2/7/2023,81,128,21,15.7
1433,WPR_2023,2,2,9,PI431663,2/7/2023,81,123,22,17.3
1434,WPR_2023,2,2,9,PI431710,2/7/2023,83,128,21.3,16
1435,WPR_2023,2,2,9,PI311107,2/7/2023,85,130,27,23.7
1436,WPR_2023,2,2,9,PI429838,2/7/2023,81,128,23.3,19.3
1437,WPR_2023,2,2,9,PI300250,2/7/2023,80,125,18.7,17.3
1438,WPR_2023,2,2,9,PI320954,2/7/2023,81,130,21,19.3
1440,WPR_2023,2,2,10,PI518732,2/7/2023,81,128,27.3,23.7
1441,WPR_2023,2,2,10,ILL344,2/7/2023,83,125,22.3,18.7
1443,WPR_2023,2,2,10,PI431987,2/7/2023,77,123,23.7,18
1444,WPR_2023,2,2,10,PI368651,2/7/2023,80,130,29.3,24.7
1445,WPR_2023,2,2,10,PI472122,2/7/2023,66,96,21.7,6
1456,WPR_2023,2,2,10,PI431810,2/7/2023,80,123,20.7,16.7
1458,WPR_2023,2,2,10,ILL217,2/7/2023,80,130,29.7,23.3
1459,WPR_2023,2,2,10,PI431731,2/7/2023,82,135,22.3,17.7
1460,WPR_2023,2,2,10,W627767,2/7/2023,80,121,20.3,15.3
1461,WPR_2023,2,2,10,PI432005,2/7/2023,76,131,27.3,24.7
1463,WPR_2023,2,2,9,PI163589,2/7/2023,87,131,21,19.3
1464,WPR_2023,2,2,9,PI472632,2/7/2023,72,130,24.7,20
1465,WPR_2023,2,2,9,PI472458,2/7/2023,66,97,13.3,3.7
1466,WPR_2023,2,2,9,PI472372,2/7/2023,66,98,24.3,8.3
1467,WPR_2023,2,2,9,PI432002,2/7/2023,87,123,24.3,16.7
1468,WPR_2023,2,2,9,PI472588,2/7/2023,81,121,20.7,15
1469,WPR_2023,2,2,9,PI490288,2/7/2023,81,125,25.7,18.7
1470,WPR_2023,2,2,9,ILL508,2/7/2023,81,128,26,20.7
1471,WPR_2023,2,2,9,PI297772,2/7/2023,81,130,22.3,20.3
1472,WPR_2023,2,2,9,PI472316,2/7/2023,66,97,21,8.3
1474,WPR_2023,2,2,9,PI370481,2/7/2023,88,131,22.7,21
1476,WPR_2023,2,2,10,PI472320,2/7/2023,66,97,24.7,10
1477,WPR_2023,2,2,10,ILL482,2/7/2023,69,130,23.3,13.7
1478,WPR_2023,2,2,10,PI472136,2/7/2023,66,96,21.3,6.3
1479,WPR_2023,2,2,10,PI472400,2/7/2023,66,99,17.3,4.3
1480,WPR_2023,2,2,10,PI298644,2/7/2023,85,128,24.7,17.7
1481,WPR_2023,2,2,10,PI432259,2/7/2023,84,130,13.3,12
1492,WPR_2023,2,2,10,PI432145,2/7/2023,84,128,20,18.3
1493,WPR_2023,2,2,10,PI431622,2/7/2023,72,123,20.3,18.3
1494,WPR_2023,2,2,10,ILL241,2/7/2023,80,128,17.3,15.7
1495,WPR_2023,2,2,10,PI217949,2/7/2023,66,,22,9.3
1496,WPR_2023,2,2,10,PI468902,2/7/2023,81,128,25.3,22.3
1497,WPR_2023,2,2,10,PI312175,2/7/2023,66,125,25,23
1499,WPR_2023,2,2,9,PI339289,2/7/2023,84,128,21,17
1500,WPR_2023,2,2,9,PI320937,2/7/2023,85,131,23.3,21
1501,WPR_2023,2,2,9,PI435954,2/7/2023,76,128,25.3,23.7
1502,WPR_2023,2,2,9,ILL1922,2/7/2023,81,130,24,22
1503,WPR_2023,2,2,9,ILL357,2/7/2023,66,102,23.7,11.3
1504,WPR_2023,2,2,9,PI289070,2/7/2023,81,128,26.3,24
1506,WPR_2023,2,2,9,W627761,2/7/2023,66,,19.7,9
1507,WPR_2023,2,2,9,PI429369,2/7/2023,80,126,21.3,19
1508,WPR_2023,2,2,9,PI472126,2/7/2023,66,97,23.3,8.3
1509,WPR_2023,2,2,9,PI431756,2/7/2023,83,128,23,21.3
1512,WPR_2023,2,2,10,PI431630,2/7/2023,93,135,19.7,18.3
1513,WPR_2023,2,2,10,PI471917,2/7/2023,81,130,22.7,21
1514,WPR_2023,2,2,10,PI431739,2/7/2023,81,128,21.3,19.7
1515,WPR_2023,2,2,10,PI471916,2/7/2023,80,128,27.3,22.3
1516,WPR_2023,2,2,10,PI432237,2/7/2023,84,128,24.3,19.7
1517,WPR_2023,2,2,10,PI299207,2/7/2023,89,128,25.3,21.7
1528,WPR_2023,2,2,10,PI472590,2/7/2023,85,126,23,21.7
1529,WPR_2023,2,2,10,PI468901,2/7/2023,84,128,23.7,19.7
1530,WPR_2023,2,2,10,PI431888,2/7/2023,88,132,26,24
1531,WPR_2023,2,2,10,PI432106,2/7/2023,84,133,23.3,21
1532,WPR_2023,2,2,10,PI207492,2/7/2023,81,124,22.3,20.7
1533,WPR_2023,2,2,10,PI431636,2/7/2023,80,123,24,22
1535,WPR_2023,2,2,9,PI431675,2/7/2023,81,129,21.3,18
1536,WPR_2023,2,2,9,PI518731,2/7/2023,81,130,25,21
1537,WPR_2023,2,2,9,PI329157,2/7/2023,80,130,27.7,20.3
1538,WPR_2023,2,2,9,PI431728,2/7/2023,81,128,23.7,21
1539,WPR_2023,2,2,9,PI431753,2/7/2023,82,128,21,19.3
1540,WPR_2023,2,2,9,PI432184,2/7/2023,81,128,18.3,15
1541,WPR_2023,2,2,11,ILL537,2/7/2023,81,124,21.7,20.3
1542,WPR_2023,2,2,11,PI320936,2/7/2023,87,126,24,21.3
1543,WPR_2023,2,2,11,W627782,2/7/2023,66,98,21.7,11.3
1544,WPR_2023,2,2,11,ILL324,2/7/2023,80,133,24.7,23
1545,WPR_2023,2,2,11,ILL1940,2/7/2023,66,123,22,14.3
1546,WPR_2023,2,2,11,ILL567,2/7/2023,83,130,20.3,16.3
1548,WPR_2023,2,2,12,PI472562,2/7/2023,66,92,25.7,9.7
1550,WPR_2023,2,2,12,PI374116,2/7/2023,81,130,19.3,17.3
1551,WPR_2023,2,2,12,PI431640,2/7/2023,84,128,22.7,20.3
1552,WPR_2023,2,2,12,PI432147,2/7/2023,85,133,18.7,17.3
1564,WPR_2023,2,2,12,PI343026,2/7/2023,85,128,25.7,24
1565,WPR_2023,2,2,12,PI432001,2/7/2023,66,98,17.3,5
1566,WPR_2023,2,2,12,W627762,2/7/2023,76,,21.3,8.7
1567,WPR_2023,2,2,12,PI426803,2/7/2023,66,98,25,10.3
1568,WPR_2023,2,2,12,PI533691,2/7/2023,80,130,28.3,25
1569,WPR_2023,2,2,12,PI431824,2/7/2023,81,130,25.7,24.7
1571,WPR_2023,2,2,11,ILL341,2/7/2023,89,130,18.7,16.7
1572,WPR_2023,2,2,11,PI472549,2/7/2023,66,99,24.7,9.7
1573,WPR_2023,2,2,11,PI431809,2/7/2023,80,125,21.3,19
1574,WPR_2023,2,2,11,PI432185,2/7/2023,76,126,23,18
1575,WPR_2023,2,2,11,PI178940,2/7/2023,81,130,28.7,24.3
1576,WPR_2023,2,2,11,PI432033,2/7/2023,80,123,23.7,20
1577,WPR_2023,2,2,11,PI472200,2/7/2023,66,,16,5.7
1578,WPR_2023,2,2,11,ILL211,2/7/2023,80,131,19,16.7
1579,WPR_2023,2,2,11,PI426797,2/7/2023,66,,22.3,8
1580,WPR_2023,2,2,11,PI420925,2/7/2023,70,121,22.3,17.7
1581,WPR_2023,2,2,11,W627754,2/7/2023,83,130,27,23.3
1582,WPR_2023,2,2,11,PI298122,2/7/2023,81,130,23.7,21.3
1584,WPR_2023,2,2,12,PI533688,2/7/2023,87,128,22.7,12.3
1585,WPR_2023,2,2,12,W627759,2/7/2023,81,130,25,23
1586,WPR_2023,2,2,12,PI320945,2/7/2023,84,128,17.7,15.3
1587,WPR_2023,2,2,12,PI468900,2/7/2023,81,128,24.7,23
1588,WPR_2023,2,2,12,PI472274,2/7/2023,87,132,14.7,10.3
1589,WPR_2023,2,2,12,PI472119,2/7/2023,66,99,22.3,8
1600,WPR_2023,2,2,12,PI432071,2/7/2023,89,128,23.3,17.3
1601,WPR_2023,2,2,12,PI298023,2/7/2023,88,127,22.3,18
1603,WPR_2023,2,2,12,PI431717,2/7/2023,83,128,22.7,17.7
1604,WPR_2023,2,2,12,W627763,2/7/2023,72,126,22.7,18.3
1605,WPR_2023,2,2,12,PI432028,2/7/2023,85,124,25.3,20
1607,WPR_2023,2,2,11,PI431884,2/7/2023,85,128,25.3,23
1608,WPR_2023,2,2,11,PI472331,2/7/2023,66,99,21,10
1609,WPR_2023,2,2,11,PI297767,2/7/2023,93,131,18.7,17.3
1610,WPR_2023,2,2,11,PI472354,2/7/2023,66,99,18,6.7
1611,WPR_2023,2,2,11,PI298631,2/7/2023,83,130,21,19.3
1613,WPR_2023,2,2,11,PI472380,2/7/2023,66,98,22.7,7
1614,WPR_2023,2,2,11,ILL413,2/7/2023,85,131,15,13.3
1615,WPR_2023,2,2,11,PI432245,2/7/2023,66,124,24,17.7
1616,WPR_2023,2,2,11,PI432236,2/7/2023,81,131,21,19.3
1617,WPR_2023,2,2,11,PI518733,2/7/2023,85,130,24.3,18.3
1618,WPR_2023,2,2,11,PI181886,2/7/2023,85,128,23.7,18
1620,WPR_2023,2,2,12,PI432059,2/7/2023,72,126,23.3,21.3
1621,WPR_2023,2,2,12,PI308614,2/7/2023,81,128,21,17.7
1622,WPR_2023,2,2,12,PI298922,2/7/2023,84,131,18,15.3
1623,WPR_2023,2,2,12,PI299215,2/7/2023,81,130,16.7,15.7
1625,WPR_2023,2,2,12,W627781,2/7/2023,93,132,21,19.3
1636,WPR_2023,2,2,12,PI458503,2/7/2023,80,128,23,21.7
1637,WPR_2023,2,2,12,PI431705,2/7/2023,85,130,27,21.7
1638,WPR_2023,2,2,12,PI432201,2/7/2023,80,130,28.3,25
1639,WPR_2023,2,2,12,PI472383,2/7/2023,66,97,21.7,7.3
1640,WPR_2023,2,2,12,PI431633,2/7/2023,80,128,25,21
1641,WPR_2023,2,2,12,PI431631,2/7/2023,80,130,26,24
1644,WPR_2023,2,2,11,PI431666,2/7/2023,81,124,23.3,15.7
1645,WPR_2023,2,2,11,PI472416,2/7/2023,66,97,18.3,8
1646,WPR_2023,2,2,11,ILL440,2/7/2023,89,131,17.7,10.7
1647,WPR_2023,2,2,11,PI472175,2/7/2023,66,97,18.7,6
1648,WPR_2023,2,2,11,ILL600,2/7/2023,85,128,33.3,25
1001,CHE_2023,3,1,1,PI432185,2/20/2023,80,,,
1002,CHE_2023,3,1,1,PI320936,2/20/2023,78,103,28.3,18.3
1003,CHE_2023,3,1,1,PI289079,2/20/2023,84,,27.7,23.7
1004,CHE_2023,3,1,1,PI432201,2/20/2023,80,,20.3,13.3
1005,CHE_2023,3,1,1,PI431613,2/20/2023,77,,18.3,12.3
1006,CHE_2023,3,1,1,ILL360,2/20/2023,80,,21.3,16.3
1007,CHE_2023,3,1,2,PI320952,2/20/2023,91,,29.3,23
1008,CHE_2023,3,1,2,PI518731,2/20/2023,78,,21.7,11.3
1009,CHE_2023,3,1,2,PI431679,2/20/2023,77,,20.7,11.3
1010,CHE_2023,3,1,2,PI298645,2/20/2023,89,,24.3,16.7
1011,CHE_2023,3,1,2,PI477921,2/20/2023,77,,23.7,
1012,CHE_2023,3,1,2,ILL1922,2/20/2023,82,,24.7,15.7
1014,CHE_2023,3,1,3,PI533688,2/20/2023,83,,25.7,15.7
1015,CHE_2023,3,1,3,PI298357,2/20/2023,79,,26.3,12.7
1016,CHE_2023,3,1,3,PI431710,2/20/2023,77,,15.3,10.7
1019,CHE_2023,3,1,3,PI299351,2/20/2023,77,111,19.7,13.3
1020,CHE_2023,3,1,3,PI472484,2/20/2023,60,91,18.7,
1021,CHE_2023,3,1,3,ILL610,2/20/2023,83,,27.3,
1022,CHE_2023,3,1,3,PI432271,2/20/2023,82,111,40.3,27
1023,CHE_2023,3,1,3,PI472416,2/20/2023,61,92,17.3,
1024,CHE_2023,3,1,3,PI432085,2/20/2023,77,,14.7,7.7
1025,CHE_2023,3,1,2,PI451763,2/20/2023,81,,22.7,17.7
1026,CHE_2023,3,1,2,PI472590,2/20/2023,68,,,
1027,CHE_2023,3,1,2,PI370481,2/20/2023,85,,25.3,14.7
1029,CHE_2023,3,1,2,PI472488,2/20/2023,59,91,23.3,
1030,CHE_2023,3,1,2,PI299289,2/20/2023,80,,23.3,13.7
1032,CHE_2023,3,1,1,PI308614,2/20/2023,77,,24.7,16.3
1033,CHE_2023,3,1,1,PI431643,2/20/2023,78,110,23.3,14
1034,CHE_2023,3,1,1,PI429369,2/20/2023,71,,,
1035,CHE_2023,3,1,1,W627767,2/20/2023,80,,16.7,12.3
1036,CHE_2023,3,1,1,W627766,2/20/2023,67,102,22.3,9
1037,CHE_2023,3,1,1,PI472615,2/20/2023,69,102,22.3,14
1038,CHE_2023,3,1,1,PI518732,2/20/2023,83,,21.3,13.7
1039,CHE_2023,3,1,1,PI472535,2/20/2023,52,88,20.7,
1041,CHE_2023,3,1,1,PI432286,2/20/2023,89,,15.3,9
1042,CHE_2023,3,1,1,PI472629,2/20/2023,89,,13.7,8.7
1043,CHE_2023,3,1,2,PI299285,2/20/2023,89,,,
1045,CHE_2023,3,1,2,PI432033,2/20/2023,76,,25.7,10.7
1046,CHE_2023,3,1,2,PI431631,2/20/2023,82,,,
1047,CHE_2023,3,1,2,PI472274,2/20/2023,60,92,17.7,
1050,CHE_2023,3,1,3,ILL1924,2/20/2023,77,,26.7,19.7
1051,CHE_2023,3,1,3,PI298644,2/20/2023,85,,19.7,13.7
1052,CHE_2023,3,1,3,ILL167,2/20/2023,77,,32.3,20.3
1053,CHE_2023,3,1,3,PI320944,2/20/2023,76,,29.3,20
1055,CHE_2023,3,1,3,PI358602,2/20/2023,83,,29.3,15.7
1056,CHE_2023,3,1,3,PI533690,2/20/2023,84,,,
1057,CHE_2023,3,1,3,PI193817,2/20/2023,55,98,17.3,
1058,CHE_2023,3,1,3,PI217949,2/20/2023,,,27.3,12.7
1059,CHE_2023,3,1,3,PI299177,2/20/2023,79,,30.3,18.7
1060,CHE_2023,3,1,3,PI431884,2/20/2023,87,,,
1061,CHE_2023,3,1,2,PI212100,2/20/2023,78,,19.3,9.7
1062,CHE_2023,3,1,2,PI533693,2/20/2023,79,,23.3,15
1063,CHE_2023,3,1,2,PI297285,2/20/2023,81,,25.3,18
1064,CHE_2023,3,1,2,PI472380,2/20/2023,57,91,19.3,
1065,CHE_2023,3,1,2,PI420925,2/20/2023,83,,,
1066,CHE_2023,3,1,2,ILL567,2/20/2023,83,,,
1067,CHE_2023,3,1,1,PI374120,2/20/2023,83,,18.3,15.3
1069,CHE_2023,3,1,1,PI533691,2/20/2023,81,116,25.3,13.7
1070,CHE_2023,3,1,1,PI432000,2/20/2023,,,16.7,
1071,CHE_2023,3,1,1,PI299237,2/20/2023,77,,16.3,11
1072,CHE_2023,3,1,1,PI431731,2/20/2023,77,,18.3,11.7
1073,CHE_2023,3,1,1,ILL324,2/20/2023,84,,22.3,16
1074,CHE_2023,3,1,1,PI486127,2/20/2023,90,,14.7,
1075,CHE_2023,3,1,1,PI486128,2/20/2023,83,,21.7,14.7
1076,CHE_2023,3,1,1,PI451766,2/20/2023,91,,16.7,15.7
1077,CHE_2023,3,1,1,PI432184,2/20/2023,,,14.3,9.7
1078,CHE_2023,3,1,1,PI431893,2/20/2023,90,,18.7,15.7
1079,CHE_2023,3,1,2,PI432245,2/20/2023,75,,15.3,8.7
1080,CHE_2023,3,1,2,PI343026,2/20/2023,76,,16.7,10
1081,CHE_2023,3,1,2,PI431780,2/20/2023,74,,13.7,10
1082,CHE_2023,3,1,2,PI299163,2/20/2023,88,,,
1083,CHE_2023,3,1,2,PI320954,2/20/2023,85,,13.3,10.3
1084,CHE_2023,3,1,2,PI320945,2/20/2023,83,,,
1085,CHE_2023,3,1,3,PI432145,2/20/2023,77,,22.3,14.7
1086,CHE_2023,3,1,3,PI472205,2/20/2023,53,88,18.3,
1087,CHE_2023,3,1,3,PI299164,2/20/2023,76,,26.3,16.7
1088,CHE_2023,3,1,3,PI431717,2/20/2023,77,,19.7,9.7
1089,CHE_2023,3,1,3,PI432087,2/20/2023,65,102,18.7,10.3
1091,CHE_2023,3,1,3,ILL537,2/20/2023,84,,,
1092,CHE_2023,3,1,3,PI273664,2/20/2023,62,95,17.3,
1093,CHE_2023,3,1,3,PI472175,2/20/2023,54,,14.3,
1094,CHE_2023,3,1,3,PI431888,2/20/2023,87,,19.7,
1095,CHE_2023,3,1,3,W627762,2/20/2023,65,,24.7,17
1096,CHE_2023,3,1,3,PI431712,2/20/2023,77,,20.3,9.7
1098,CHE_2023,3,1,2,ILL435,2/20/2023,81,,,
1099,CHE_2023,3,1,2,PI476365,2/20/2023,84,,22.7,21.7
1100,CHE_2023,3,1,2,PI472331,2/20/2023,54,91,14.7,
1101,CHE_2023,3,1,2,PI297754,2/20/2023,79,,24.3,13.7
1102,CHE_2023,3,1,2,PI426784,2/20/2023,60,,15.7,
1103,CHE_2023,3,1,1,PI429838,2/20/2023,81,,16.7,9.7
1104,CHE_2023,3,1,1,PI289066,2/20/2023,83,,16.7,13.3
1106,CHE_2023,3,1,1,PI490289,2/20/2023,79,111,21.7,12
1107,CHE_2023,3,1,1,PI289070,2/20/2023,85,,22.7,
1108,CHE_2023,3,1,1,PI374121,2/20/2023,77,,20.3,14.3
1109,CHE_2023,3,1,4,PI431753,2/20/2023,77,,23.3,13.7
1110,CHE_2023,3,1,4,PI472122,2/20/2023,54,,,
1111,CHE_2023,3,1,4,PI426807,2/20/2023,69,102,14.3,8
1112,CHE_2023,3,1,4,PI471917,2/20/2023,84,,12.3,9.7
1113,CHE_2023,3,1,4,PI468900,2/20/2023,83,,21.7,11
1114,CHE_2023,3,1,4,PI431824,2/20/2023,77,,19.3,12.7
1115,CHE_2023,3,1,5,W627780,2/20/2023,62,101,18.7,13.7
1116,CHE_2023,3,1,5,PI472632,2/20/2023,76,,17.3,9.7
1117,CHE_2023,3,1,5,PI169534,2/20/2023,83,,30.7,18.7
1118,CHE_2023,3,1,5,ILL469,2/20/2023,81,,28.7,19.3
1119,CHE_2023,3,1,5,PI432071,2/20/2023,77,,17.3,15
1120,CHE_2023,3,1,5,ILL486,2/20/2023,64,102,21.7,11.7
1121,CHE_2023,3,1,6,PI412922,2/20/2023,73,,18.3,9.7
1122,CHE_2023,3,1,6,PI432059,2/20/2023,63,,18.7,11.7
1123,CHE_2023,3,1,6,PI181771,2/20/2023,82,,25.7,8.7
1124,CHE_2023,3,1,6,PI468902,2/20/2023,77,,31.7,23
1125,CHE_2023,3,1,6,W627765,2/20/2023,57,92,24.7,
